# WRITE_FORCE NAME data/force INTERVAL 100 FAZONE WALL; SCALING 1
#           1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21
#        step         time         area       area-x       area-y       area-z     f-conv-x     f-conv-y     f-conv-z        f-p-x        f-p-y        f-p-z     f-visc-x     f-visc-y     f-visc-z     f-body-x     f-body-y     f-body-z    f-total-x    f-total-y    f-total-z
          100     0.236191      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0687837     0.272892   0.00221466   0.00698786  -0.00157839   4.2442e-05            0            0            0    0.0757716     0.271313    0.0022571
          200     0.395096      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0802786     0.299883   0.00419946   0.00634438  -0.00144257  0.000103417            0            0            0     0.086623      0.29844   0.00430288
          300     0.561227      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0     0.105042     0.371625    0.0113567   0.00605953   -0.0013533  0.000177539            0            0            0     0.111102     0.370272    0.0115343
          400     0.728893      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0826003     0.298097   0.00193678   0.00589638  -0.00125376  0.000201341            0            0            0    0.0884967     0.296843   0.00213812
          500     0.895358      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0438291     0.203352   0.00161318   0.00578777  -0.00119874  0.000241696            0            0            0    0.0496169     0.202154   0.00185488
          600      1.05856      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0     0.061561     0.248615   0.00765154   0.00572695  -0.00119712  0.000266234            0            0            0     0.067288     0.247418   0.00791778
          700      1.21877      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0842991     0.318574   0.00854397   0.00569364  -0.00112697  0.000284688            0            0            0    0.0899927     0.317447   0.00882866
          800      1.37124      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0742801     0.275219   0.00944936   0.00569139  -0.00115901  0.000299344            0            0            0    0.0799715      0.27406    0.0097487
          900      1.52059      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0890803     0.329031   0.00969468   0.00564823  -0.00114494  0.000322798            0            0            0    0.0947285     0.327886    0.0100175
         1000      1.66134      1.54712 -4.56232e-16 -2.35922e-15 -2.42929e-18            0            0            0    0.0817929      0.30769    0.0112805   0.00564494  -0.00112231  0.000331495            0            0            0    0.0874378     0.306568     0.011612
